Context,Code,Occupation
82,17-2141.02,Automotive Engineers
82,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
82,13-1199.04,Business Continuity Planners
82,19-2041.01,Climate Change Analysts
82,53-7031.00,Dredge Operators
82,49-9051.00,Electrical Power-Line Installers and Repairers
82,25-1053.00,"Environmental Science Teachers, Postsecondary"
82,19-4041.01,Geophysical Data Technicians
82,17-3029.05,Industrial Engineering Technologists
82,19-3032.00,Industrial-Organizational Psychologists
82,15-1121.01,Informatics Nurse Specialists
82,17-1012.00,Landscape Architects
82,25-4021.00,Librarians
82,49-9043.00,"Maintenance Workers, Machinery"
82,13-1111.00,Management Analysts
82,53-5021.02,"Mates- Ship, Boat, and Barge"
