Context,Code,Occupation
83,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
83,17-2161.00,Nuclear Engineers
83,15-2031.00,Operations Research Analysts
83,29-1041.00,Optometrists
83,47-2161.00,Plasterers and Stucco Masons
83,39-9041.00,Residential Advisors
83,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
83,25-1113.00,"Social Work Teachers, Postsecondary"
83,51-8021.00,Stationary Engineers and Boiler Operators
83,47-2053.00,Terrazzo Workers and Finishers
83,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers
82,29-1141.02,Advanced Practice Psychiatric Nurses
82,39-6011.00,Baggage Porters and Bellhops
82,47-2021.00,Brickmasons and Blockmasons
82,15-1243.00,Database Architects
82,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
82,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
82,17-2081.00,Environmental Engineers
82,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
82,11-3031.00,Financial Managers
82,15-1299.02,Geographic Information Systems Technologists and Technicians
82,49-9099.01,Geothermal Technicians
82,21-1091.00,Health Education Specialists
82,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
82,47-2132.00,"Insulation Workers, Mechanical"
82,17-2112.03,Manufacturing Engineers
82,11-9111.00,Medical and Health Services Managers
82,29-1129.02,Music Therapists
82,17-2199.09,Nanosystems Engineers
82,51-5112.00,Printing Press Operators
82,21-1092.00,Probation Officers and Correctional Treatment Specialists
82,41-9021.00,Real Estate Brokers
82,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
82,43-5071.00,"Shipping, Receiving, and Inventory Clerks"
82,27-4014.00,Sound Engineering Technicians
82,43-2011.00,"Switchboard Operators, Including Answering Service"
82,51-2092.00,Team Assemblers
82,49-9052.00,Telecommunications Line Installers and Repairers
82,23-2093.00,"Title Examiners, Abstractors, and Searchers"
82,47-4099.03,Weatherization Installers and Technicians
82,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products"
82,19-1023.00,Zoologists and Wildlife Biologists
81,29-1129.01,Art Therapists
81,29-1181.00,Audiologists
81,25-1042.00,"Biological Science Teachers, Postsecondary"
81,19-1029.04,Biologists
81,47-2011.00,Boilermakers
81,25-2023.00,"Career/Technical Education Teachers, Middle School"
81,11-3111.00,Compensation and Benefits Managers
