zip_code,latitude,longitude,population_density,employment_density,plant_size,employment,teamwork_share,customer_share,presence_share,communication_share,affected_share,face2face_share
94707,37.8927,-122.2761,2667,508,6.5999999,1980,26,38,3,51,54,29
94708,37.8918,-122.2604,1250,107,4.4000001,486,34,25,4,44,47,13
94709,37.878399,-122.2655,7754,2762,9.8000002,2999,30,35,3,47,50,22
94710,37.869598,-122.2959,1248,3400,14.2,12491,24,21,7,35,42,16
94720,37.873798,-122.2549,1838,703,9.8999996,378,25,41,0,56,57,37
94801,37.939999,-122.362,1006,309,10.5,3926,23,18,15,32,47,14
94802,37.935799,-122.3477,,,4.6999998,14,,,,,,
94803,37.969299,-122.2901,824,87,6.8000002,1894,26,32,9,43,52,21
94804,37.926498,-122.3342,2410,1042,15.8,10317,19,15,12,27,38,13
94805,37.9417,-122.3238,2654,377,7.5999999,1211,22,39,8,48,55,29
94806,37.972401,-122.3369,2773,589,11.8,7516,20,42,8,49,56,34
94901,37.969101,-122.5105,1207,765,10.6,20437,25,31,8,43,51,23
94903,38.033901,-122.5855,559,323,10.6,10974,28,31,5,42,47,21
94904,37.947899,-122.5363,639,220,7.8000002,2338,24,41,4,51,55,32
94920,37.8843,-122.4637,737,154,6.1999998,2025,27,33,3,48,51,25
94923,38.330898,-123.0373,25,12,10.4,415,17,48,3,54,57,43
94924,37.907902,-122.6947,27,7,7.6999998,230,21,36,6,48,53,35
94925,37.922298,-122.5132,1129,933,9.6000004,4243,24,44,4,54,58,34
94928,38.347,-122.6941,2164,718,12.8,9994,21,29,7,40,46,24
94930,37.9883,-122.5937,206,47,6,1423,25,30,6,44,49,25
94931,38.325901,-122.7048,515,219,8.6999998,2484,20,26,15,37,50,24
94933,38.012199,-122.6907,305,38,5,15,21,4,34,22,48,12
94937,38.112598,-122.8877,8,2,7.6999998,161,25,32,6,46,51,28
94938,38.013901,-122.7016,30,2,3.2,32,35,12,11,39,48,12
94939,37.936699,-122.5362,1239,822,8.1999998,2812,30,32,4,49,53,21
94940,38.176201,-122.89,5,3,18.299999,55,8,52,0,53,54,51
94941,37.895802,-122.5339,530,191,7.8000002,8476,28,34,5,48,53,24
94942,37.905998,-122.545,,,5,15,,,,,,
94945,38.116299,-122.5714,255,142,9.3000002,6251,27,30,7,46,53,24
94946,38.0546,-122.6964,6,2,9.6000004,86,19,43,0,53,54,40
94947,38.097301,-122.5837,413,73,6.8000002,2702,26,31,7,43,49,23
94948,38.148899,-122.5737,,,5,55,,,,,,
94949,38.061798,-122.5404,442,281,12.3,6700,29,22,9,39,47,17
94950,38.0467,-122.7699,4,6,9.6999998,29,21,37,5,43,47,31
94951,38.3153,-122.6483,109,16,6.1999998,458,27,22,11,39,48,19
94952,38.240299,-122.6777,70,32,9.8999996,11999,20,30,10,40,49,25
94954,38.250702,-122.6155,233,125,13.5,11997,24,22,9,37,44,16
94956,38.069099,-122.8069,12,5,6.6999998,394,20,29,6,38,44,23
94957,37.962399,-122.555,449,193,3.9000001,173,38,28,6,50,55,17
94960,37.9846,-122.5711,1024,260,6.6999998,2945,27,32,5,45,49,23
94963,38.013302,-122.6639,83,28,2.7,8,21,4,34,22,48,12
94965,37.8601,-122.4946,310,224,8.6000004,5625,30,32,4,48,52,24
94970,37.902,-122.6393,38,16,9.1000004,109,23,40,9,52,60,31
94973,38.006901,-122.6382,138,21,5,100,23,12,11,28,36,12
95001,36.979,-121.898,,,3.3,10,,,,,,
95002,37.425999,-121.9736,67,104,9,333,32,27,4,48,52,23
95003,36.979698,-121.8902,263,68,7.9000001,4401,26,30,5,44,48,22
95004,36.8769,-121.6324,83,12,5.3000002,186,24,26,9,41,50,24
95005,37.0882,-122.0887,204,21,5.5999999,406,24,30,6,44,49,25
95006,37.154701,-122.1365,65,8,6.3000002,679,25,31,8,45,51,27
95008,37.2803,-121.9539,2736,2050,14.8,28287,27,28,7,43,48,21
95010,36.9767,-121.9555,2571,2198,10.8,5227,21,44,5,52,56,35
95012,36.7658,-121.758,267,77,8.3999996,961,14,18,20,27,46,16
95014,37.318001,-122.0449,871,309,10.4,15259,29,32,4,48,52,23
95015,37.323002,-122.0527,,,6.3000002,19,,,,,,
95018,37.0662,-122.0618,160,32,6.3000002,927,23,35,8,46,53,30
95019,36.9356,-121.7767,2457,495,8.1999998,799,18,44,11,52,61,40
95020,37.013901,-121.5773,142,52,12,15559,19,30,12,40,51,26
95023,36.833698,-121.3439,46,12,9.6000004,7209,19,25,14,36,49,21
95024,36.858601,-121.3982,,,5,15,,,,,,
95030,37.229599,-121.9834,473,291,8.6999998,5378,25,36,5,49,54,28
95031,37.157398,-121.9676,,,3.5,39,,,,,,
95032,37.241699,-121.9554,610,294,8.8999996,6482,31,29,4,45,49,18
95033,37.1539,-121.9816,39,3,5.0999999,597,27,22,11,37,47,17
95035,37.4352,-121.895,1112,1011,22.200001,45134,27,21,6,38,44,16
95036,37.424,-121.906,,,2.5,10,,,,,,
95037,37.1353,-121.6501,72,32,12.1,14178,22,24,9,37,45,19
95039,36.817501,-121.7773,36,33,7.4000001,275,19,31,12,41,52,24
95045,36.846298,-121.5346,33,8,8.8999996,408,25,28,10,44,52,26
95046,37.091099,-121.5999,127,26,7.8000002,1054,22,23,16,35,49,21
95050,37.349201,-121.953,2628,2752,15.1,22238,23,23,11,36,47,19
95051,37.348301,-121.9844,3150,1255,10.5,11185,25,28,6,42,49,22
95052,37.3522,-121.9583,,,5.3000002,16,,,,,,
95053,37.3498,-121.9378,4991,563,14.3,172,8,52,0,53,54,51
95054,37.392399,-121.9623,1440,4665,33.299999,63141,34,17,5,41,47,14
95060,37.0313,-122.1198,264,129,12,17782,24,31,5,43,48,24
95061,36.974098,-122.0308,,,5,15,,,,,,
95062,36.972099,-121.9881,2760,931,10.2,9079,22,32,6,41,46,23
95064,36.995899,-122.0578,1509,18,13,78,30,40,1,48,49,20
95065,37.0089,-121.9849,280,127,7.5,1200,26,30,6,42,48,21
95066,37.0597,-122.0152,300,182,9.3999996,4354,25,22,6,38,43,17
95070,37.271301,-122.0227,464,104,6.9000001,4513,32,29,4,47,51,20
95073,37.004799,-121.9507,185,73,7.0999999,2422,24,29,8,41,48,23
95075,36.766998,-121.3017,1,0,9.1000004,64,14,29,16,38,51,32
95076,36.910198,-121.7569,233,59,11.7,15635,19,21,10,31,40,16
95077,36.911598,-121.7575,,,2.7,8,,,,,,
95110,37.3391,-121.9016,1550,3508,24.9,25876,30,24,6,44,49,19
95111,37.2827,-121.8265,4185,402,8.6999998,4906,20,27,11,37,47,23
95112,37.347599,-121.887,3044,2740,16.6,34806,21,19,14,32,45,16
95113,37.332901,-121.8916,1011,26715,18.6,18174,35,28,3,50,53,19
95116,37.351799,-121.8508,5553,773,9.1999998,4394,24,32,9,41,49,22
95117,37.310799,-121.9623,4515,589,8.1999998,2580,27,29,5,42,47,20
95118,37.256802,-121.8896,2974,834,10.9,6009,22,42,3,51,54,33
95119,37.232899,-121.7875,1361,1667,14.1,4702,29,15,4,36,40,12
95120,37.214401,-121.8574,364,40,6.1999998,2874,30,28,7,43,49,18
95121,37.304199,-121.8099,3264,407,9.6999998,3409,20,41,5,48,53,33
95122,37.3293,-121.8339,4578,949,11.5,8890,16,47,5,53,58,41
95123,37.2458,-121.8306,2889,672,11.4,11007,23,43,5,53,57,34
95124,37.256302,-121.9229,2767,586,7.9000001,6033,26,36,5,47,52,26
95125,37.296001,-121.8939,2505,841,10.8,13644,26,30,7,42,48,21
95126,37.324902,-121.9153,3652,1866,10.1,9481,28,28,7,42,49,20
95127,37.369202,-121.8208,1820,156,7.5999999,4025,21,35,8,44,51,29
95128,37.316299,-121.9356,3445,2553,15.2,13876,26,34,4,46,49,25
95129,37.306599,-122.0002,3313,1234,11.8,10767,26,40,5,51,55,28
95130,37.288601,-121.9818,3448,381,6.1999998,781,27,34,4,48,52,25
95131,37.386398,-121.88,1897,3329,25.5,36694,25,14,7,31,38,12
95132,37.403099,-121.8585,305,28,7.5,2296,25,35,6,46,51,24
95133,37.372898,-121.856,3082,1037,12.3,4353,21,21,13,33,44,17
95134,37.408699,-121.9406,622,2207,73.599998,43639,27,15,7,34,41,11
95135,37.297401,-121.7562,254,22,6,1310,26,36,4,47,50,24
95136,37.268501,-121.849,3506,583,11.5,4675,21,35,13,44,55,27
95138,37.260201,-121.7709,280,159,14.5,4487,26,14,4,32,37,12
95139,37.225201,-121.7687,2117,154,7.8000002,372,23,32,7,45,51,29
95148,37.330399,-121.7913,1865,140,6.6999998,2438,24,35,7,45,51,26
95151,37.319801,-121.8262,,,6,18,,,,,,
95155,37.310001,-121.9011,,,2.7,8,,,,,,
95164,37.391602,-121.9203,,,11,77,,,,,,
95192,37.338299,-121.8801,,,4.3000002,13,,,,,,
95201,37.958,-121.2876,,,12.2,134,,,,,,
95202,37.960602,-121.2871,2336,2058,10.8,2999,22,31,3,40,43,19
95203,37.953201,-121.3116,982,384,11.8,3006,20,20,17,31,47,14
95204,37.9743,-121.3154,2103,474,9.8000002,2965,25,39,5,47,52,28
95205,37.962502,-121.2624,1617,485,12.9,7898,18,24,15,34,47,20
95206,37.917702,-121.3123,173,43,15.1,8582,16,15,20,25,43,12
95207,38.002399,-121.3238,2552,1171,16.700001,16738,22,43,4,51,54,34
95208,37.930401,-121.436,,,5,15,,,,,,
95209,38.037701,-121.3445,1819,152,10,2307,24,39,6,45,50,28
95210,38.025002,-121.2972,2275,457,12.4,4253,20,42,5,49,53,34
95211,37.9809,-121.311,3942,615,16,112,8,52,0,53,54,51
95212,38.031502,-121.2589,452,79,10.3,1919,18,38,15,44,58,31
95215,37.955101,-121.2041,95,40,18,6544,17,14,22,24,45,12
95219,38.009998,-121.3698,189,64,11.3,4604,27,35,4,49,53,25
95220,38.200401,-121.2186,49,9,7.1999998,730,19,20,19,32,49,18
95222,38.070999,-120.5722,14,4,8.8000002,932,23,35,6,47,52,29
95223,38.308601,-120.268,6,2,6.8000002,623,25,37,8,50,57,30
95224,38.204399,-120.3688,15,3,3,18,28,5,17,29,42,12
95227,38.192902,-121.0811,10,2,8.3999996,92,14,32,15,40,51,34
95228,37.944,-120.6423,14,2,5.3000002,196,27,30,9,46,53,25
95231,37.877998,-121.2827,159,66,14.3,856,16,15,41,23,63,10
95236,38.032001,-121.0493,15,3,5.5999999,196,25,24,21,39,59,19
95237,38.161301,-121.1424,153,40,8.3999996,388,18,31,10,41,50,28
95240,38.1222,-121.2555,220,80,10.9,10700,19,26,13,36,48,22
95242,38.130798,-121.3345,102,31,10.3,4249,23,35,7,45,51,26
95245,38.315201,-120.5591,13,1,5.5999999,39,24,27,6,40,45,25
95247,38.134499,-120.4516,40,11,6.6999998,657,18,33,8,42,49,30
95249,38.190399,-120.6441,19,6,7.5,614,22,35,4,42,45,24
95251,38.101299,-120.4676,27,7,8.1999998,49,16,23,10,32,41,21
95252,38.161999,-120.8572,42,4,6.3000002,878,24,22,17,37,52,21
95255,38.419701,-120.4759,18,1,10.5,63,14,47,5,52,57,42
95257,38.379299,-120.4627,10,2,3.3,10,32,6,7,33,39,12
95258,38.155102,-121.3086,481,43,5.6999998,153,32,32,7,50,56,23
95301,37.3489,-120.6028,230,50,9.1000004,3311,20,33,14,43,55,29
95303,37.4548,-120.6931,9,3,5.1999998,31,19,10,20,23,40,9
95304,37.731899,-121.4096,38,32,11.8,5381,16,26,16,35,50,22
95307,37.583302,-120.9496,493,113,10.2,4989,20,24,18,35,52,20
95310,38.043999,-120.3971,18,3,11.8,141,13,49,2,52,54,46
95311,37.7197,-120.1197,4,0,2.7,16,33,17,13,40,51,12
95313,37.421799,-121.0411,10,2,5.6999998,40,13,8,45,17,62,3
95315,37.427299,-120.7752,275,21,8.6000004,523,16,47,11,51,61,42
95316,37.539001,-120.7758,38,3,6.4000001,377,20,16,16,30,44,17
95318,37.674702,-119.7841,5,3,9.6999998,29,21,37,5,43,47,31
95319,37.638199,-120.9005,1089,89,22.299999,67,28,40,2,42,44,24
95320,37.798302,-121.0006,56,9,7.3000002,1343,22,30,12,42,53,25
95321,37.8298,-120.1037,8,2,6.9000001,396,22,31,8,41,48,27
95322,37.2001,-121.0047,20,6,11.9,1180,14,40,10,46,55,37
95324,37.4002,-120.8723,69,11,8.3000002,526,18,21,18,31,47,18
95326,37.596401,-120.8627,128,27,7.5,804,16,14,14,23,36,12
95327,37.890598,-120.4717,24,2,8,502,20,38,9,45,53,32
95328,37.559101,-120.9148,1480,85,5.8000002,52,13,38,20,44,63,38
95329,37.689899,-120.3851,9,0,3.7,44,28,12,20,33,48,14
95330,37.8209,-121.2827,320,155,12.6,3456,15,14,27,23,49,11
95333,37.249599,-120.2667,10,1,3.0999999,22,18,12,52,23,75,4
95334,37.376301,-120.7252,107,30,11.9,1280,14,28,20,35,54,25
95335,38.092999,-120.1344,5,2,9.6999998,29,21,37,5,43,47,31
95336,37.8134,-121.2132,430,113,11.5,7583,20,35,11,44,54,29
95337,37.7808,-121.2344,268,69,10.5,4337,20,35,12,44,55,30
95338,37.493099,-119.9219,13,2,7.4000001,1362,22,35,9,46,53,30
95340,37.298302,-120.4649,330,118,10.9,7575,22,37,7,46,52,28
95341,37.230801,-120.5144,85,7,9.3000002,1359,19,28,16,38,52,25
95345,37.575699,-119.9601,9,1,6.1999998,37,24,36,9,44,51,27
95346,38.067501,-120.1794,82,9,11.3,68,21,49,0,56,57,40
95348,37.3302,-120.508,250,68,11.1,3529,20,38,7,47,53,31
95350,37.674599,-121.0113,2220,922,15.9,15773,22,42,5,50,55,33
95351,37.6236,-120.9966,2022,477,9.8000002,6318,18,33,12,42,53,29
95352,37.656601,-121.0191,,,4.3000002,13,,,,,,
95353,37.642399,-120.9999,,,5.3000002,16,,,,,,
95354,37.6409,-120.9749,1336,815,10.6,9286,21,21,10,33,42,15
95355,37.6717,-120.9482,2373,441,12.4,6412,22,40,5,48,52,31
95356,37.7005,-121.0252,558,384,17.299999,14785,19,46,8,53,60,41
95357,37.6693,-120.8817,116,51,10.1,1508,20,16,13,28,40,13
95358,37.623699,-121.0438,102,22,12,3235,18,19,16,29,45,15
95360,37.3097,-121.0805,14,2,7.8000002,695,17,24,12,34,45,21
95361,37.774101,-120.8377,53,14,8.8999996,5052,20,31,10,42,51,26
95363,37.482601,-121.1648,83,17,8.1999998,2001,15,32,13,40,52,28
95364,38.1889,-119.9924,0,0,13.2,79,21,37,5,43,47,31
95365,37.290798,-120.3185,127,6,12.7,127,11,45,0,47,48,40
95366,37.7491,-121.1284,186,49,8.8000002,2217,21,24,14,36,49,21
95367,37.729801,-120.942,1952,305,10.1,2231,17,39,10,46,56,35
95368,37.708302,-121.0864,1598,344,9.5,1263,27,29,8,40,48,19
95370,37.995701,-120.3368,100,34,7.8000002,5467,21,38,9,48,56,32
95372,37.992599,-120.2624,283,28,4.3000002,47,35,21,8,43,50,15
95374,37.3283,-120.8764,17,2,11.7,70,13,35,12,42,52,37
95376,37.7383,-121.4345,2521,848,12.5,9836,16,22,16,31,46,17
95377,37.6567,-121.4955,110,29,7.8000002,2309,19,17,19,29,46,13
95378,37.676102,-121.433,,,5.9000001,41,,,,,,
95379,37.9678,-120.2357,28,3,3.9000001,62,29,16,16,35,48,15
95380,37.4888,-120.8535,212,100,13.7,13722,17,25,11,34,45,21
95381,37.499401,-120.8428,,,3.7,22,,,,,,
95382,37.523899,-120.8517,1331,289,9.6000004,3830,22,37,9,47,55,28
95383,38.045399,-120.2178,19,3,7.4000001,542,30,29,6,47,52,23
95386,37.652,-120.7292,45,4,8.6000004,627,22,26,16,40,54,25
95387,37.5452,-121.2255,2,2,12.2,158,10,65,1,65,67,63
95388,37.401402,-120.6045,130,5,4.4000001,235,18,30,20,40,59,27
95391,37.769501,-121.5397,162,8,4.5,208,28,19,11,36,45,14
95401,38.443199,-122.7547,692,326,12,13774,21,41,6,50,56,34
95402,38.439899,-122.7096,,,5.3000002,101,,,,,,
95403,38.482201,-122.7473,792,543,13.1,17107,23,25,9,38,46,19
95404,38.440498,-122.7144,192,56,8.1000004,8631,27,32,6,45,51,23
95405,38.438599,-122.6727,1509,589,9,4198,25,38,4,48,52,28
95406,38.439899,-122.7096,,,3.8,23,,,,,,
95407,38.408901,-122.7339,670,316,13,12438,19,26,15,36,50,22
95409,38.459202,-122.6393,274,36,6.5,2179,23,31,7,41,48,24
95410,39.2131,-123.72,9,2,8.8000002,70,29,40,1,58,59,35
95415,39.019699,-123.3856,11,3,9.6999998,233,18,32,6,42,48,30
95421,38.591801,-123.1965,3,0,8.5,102,28,30,3,47,50,26
95422,38.9576,-122.636,171,27,8.3999996,1434,20,42,8,49,56,35
95423,39.066399,-122.6558,14,1,5,70,20,23,13,33,43,21
95425,38.793098,-123.0074,20,4,8.8000002,1550,17,23,11,33,42,22
95426,38.815498,-122.7132,41,5,10.2,133,30,28,2,49,51,26
95428,39.82,-123.0585,4,1,9,63,10,58,0,60,61,57
95430,38.4538,-123.055,72,232,13.3,40,12,74,1,74,75,71
95432,39.159302,-123.7219,2,1,4.1999998,21,32,6,7,33,39,12
95436,38.492298,-122.9042,91,13,7.9000001,563,20,19,26,31,56,17
95437,39.440201,-123.7703,58,22,7.6999998,3290,18,34,9,43,51,30
95439,38.494701,-122.7761,95,28,7.5,113,14,32,11,40,49,31
95441,38.7173,-122.8834,8,7,13.4,669,15,22,11,32,41,21
95442,38.366199,-122.5196,50,18,8.8999996,683,21,31,7,43,49,26
95444,38.433498,-122.8676,1067,411,11.3,68,21,49,0,56,57,40
95445,38.8251,-123.5399,9,4,6.4000001,420,24,34,9,47,54,30
95446,38.505501,-122.9965,56,15,7.5999999,676,23,36,7,46,52,29
95448,38.618401,-122.862,35,21,10.7,7766,17,26,10,36,45,23
95449,38.938,-123.0703,4,2,9.1000004,191,14,28,10,36,45,27
95450,38.498699,-123.1974,5,3,8.3000002,75,17,42,3,46,49,37
95451,38.942101,-122.7777,45,5,6.4000001,802,23,25,12,38,48,21
95452,38.416801,-122.5547,37,20,7.0999999,263,19,27,8,36,44,23
95453,39.047001,-122.9328,52,19,7.9000001,2354,21,37,6,46,52,28
95454,39.662701,-123.4929,4,1,9.8999996,268,16,47,6,51,57,44
95456,39.270699,-123.7883,30,6,7.3000002,66,23,32,5,41,46,28
95457,38.891499,-122.5914,8,1,6.9000001,229,15,24,11,33,42,22
95458,39.0783,-122.7846,24,1,18.299999,55,8,52,0,53,54,51
95460,39.317299,-123.7739,32,21,9,927,23,40,4,50,53,33
95461,38.782398,-122.6487,11,4,6.4000001,525,27,31,7,45,51,24
95462,38.4706,-123.0172,93,19,10.1,151,15,46,2,52,54,45
95464,39.1194,-122.8315,310,33,18.299999,73,8,52,0,53,54,51
95465,38.408699,-122.9954,19,7,11.4,342,21,36,5,48,52,33
95466,39.065701,-123.445,4,2,10.3,164,15,25,10,34,42,24
95467,38.8036,-122.5407,216,13,3.5999999,121,26,11,14,32,43,15
95468,38.915199,-123.6,7,2,18.299999,110,8,52,0,53,54,51
95469,39.3932,-123.0647,4,0,5.9000001,47,28,31,4,41,44,22
95470,39.277901,-123.2243,28,5,7.1999998,451,15,14,15,24,37,14
95472,38.3941,-122.8433,158,49,8.5,7119,19,25,9,35,44,21
95473,38.402199,-122.8227,,,5.4000001,27,,,,,,
95476,38.284901,-122.4696,122,56,9.6000004,10431,19,27,9,37,45,23
95482,39.155201,-123.1951,40,16,10.2,9026,20,32,9,41,49,25
95485,39.180401,-122.9144,9,1,9.8999996,208,20,30,11,40,49,29
95490,39.449299,-123.3679,13,3,6.6999998,1577,21,29,11,39,49,23
95492,38.5443,-122.8073,579,165,9.5,5178,21,27,12,38,48,22
95497,38.725601,-123.4675,31,5,2.7,30,41,25,9,52,60,13
95501,40.7938,-124.1573,1314,791,12.4,11466,20,38,6,46,52,30
95502,40.796501,-124.1737,,,4.9000001,44,,,,,,
95503,40.759201,-124.1593,108,17,8.6000004,2290,22,35,10,43,52,25
95519,40.946499,-124.0834,118,15,7.5,1559,22,36,10,47,56,30
95521,40.874199,-124.0765,146,73,11.6,6261,19,30,8,40,48,26
95524,40.826599,-124.0552,66,8,4.5999999,51,40,22,3,48,51,15
95525,40.937401,-123.8913,8,2,9.8000002,98,14,15,8,25,33,15
95531,41.7817,-124.1332,49,8,7.5999999,2355,21,35,7,43,49,26
95536,40.525902,-124.2514,7,2,8.5,426,21,38,7,50,57,36
95540,40.5835,-124.1473,190,45,8.3000002,2167,20,39,9,48,57,32
95542,40.086399,-123.7991,5,2,7.1999998,397,19,48,6,54,59,41
95543,41.905602,-123.831,3,0,2.7,8,8,52,0,53,54,51
95548,41.580399,-124.0387,6,1,5,15,14,68,3,70,73,64
95560,40.120098,-123.8234,19,7,11.2,268,14,47,2,50,53,41
95562,40.498699,-124.1102,54,3,9.3999996,94,13,54,3,58,61,50
95563,40.855801,-123.573,4,0,5,15,21,4,34,22,48,12
95564,40.803699,-124.1936,54,22,5.3000002,16,17,14,11,24,35,7
95570,41.059299,-124.1431,42,11,8.1999998,280,21,35,8,46,53,28
95573,40.948399,-123.6276,6,1,8.1999998,148,18,30,12,39,49,28
95589,40.023102,-124.0139,3,0,6.5999999,99,21,24,14,38,50,26
95601,38.419399,-120.823,44,39,18.299999,73,8,52,0,53,54,51
95602,38.982899,-121.0944,137,37,8.3000002,3054,23,21,11,34,44,17
95603,38.911499,-121.08,275,139,10.3,10891,24,36,8,47,54,29
95604,38.902901,-121.067,72,201,4.6999998,71,24,22,7,33,39,13
95605,38.592701,-121.5325,1404,788,15.5,3446,25,22,15,38,52,17
95608,38.628399,-121.3287,1759,432,10,8616,26,37,5,45,50,26
95609,38.625702,-121.3272,,,10.7,75,,,,,,
95610,38.694599,-121.2692,2177,646,12.6,10257,21,44,5,52,57,37
95611,38.707199,-121.28,,,2.5999999,13,,,,,,
95612,38.394501,-121.5641,9,3,7.1999998,101,15,23,11,32,42,21
95613,38.799999,-120.8891,,,2.7,8,,,,,,
95614,38.8923,-120.9802,42,4,7.6999998,201,20,31,9,42,49,30
95616,38.553799,-121.7418,659,186,10.1,9204,24,39,5,50,55,30
95617,38.5494,-121.7253,,,4.1999998,42,,,,,,
95618,38.544899,-121.7405,302,58,12,3447,32,27,5,46,50,18
95619,38.686501,-120.8145,311,100,7.0999999,899,20,18,11,31,40,16
95620,38.4403,-121.8088,33,11,9.6999998,3226,18,23,17,34,50,19
95621,38.695202,-121.3075,2264,350,7.8000002,2749,23,38,7,48,55,30
95623,38.632999,-120.8498,28,5,5.3000002,283,26,17,19,35,50,18
95624,38.423199,-121.3599,544,124,10.7,11016,21,33,10,43,52,27
95626,38.723301,-121.4497,99,5,6.3000002,251,26,21,19,34,50,17
95627,38.7061,-122.0152,26,2,7.0999999,64,23,8,32,26,51,12
95628,38.655399,-121.2611,1217,241,8.1999998,6501,25,37,5,47,52,27
95630,38.670898,-121.1529,1010,531,14.3,27258,27,36,5,51,55,29
95631,39.068199,-120.7224,15,1,7,322,26,28,6,39,44,20
95632,38.2691,-121.3,102,13,7.5,2522,20,33,11,42,53,27
95633,38.866501,-120.8567,31,2,4.4000001,62,27,7,24,29,48,12
95634,38.918499,-120.7599,15,2,7.6999998,147,16,44,5,52,57,43
95635,38.914299,-120.9001,24,2,5,15,21,4,34,22,48,12
95638,38.311901,-121.1729,11,2,5.8000002,99,30,9,21,33,49,12
95640,38.332401,-120.9418,38,4,6.5,403,21,14,41,27,66,13
95641,38.157001,-121.6066,17,3,7.6999998,200,17,42,6,48,54,39
95642,38.3545,-120.7573,42,32,8.6999998,2560,22,39,7,48,54,32
95645,38.8517,-121.7334,6,0,2.7,16,13,13,48,19,62,6
95648,38.894199,-121.2908,129,25,8.5,5211,21,32,11,42,52,27
95650,38.807098,-121.1698,195,78,8.6999998,3299,24,19,12,34,43,15
95651,38.827801,-120.9238,21,9,8.3000002,132,20,41,2,49,51,36
95652,38.662102,-121.3955,76,554,13.1,1202,21,14,14,27,40,11
95655,38.557899,-121.291,176,87,8.1999998,460,25,17,16,32,47,12
95658,38.876301,-121.143,98,15,5.6999998,816,24,22,21,36,54,22
95660,38.6707,-121.3781,1902,506,11.2,5256,21,28,14,39,51,24
95661,38.7346,-121.234,1278,1768,16.1,24041,28,34,5,49,54,23
95662,38.684502,-121.2256,1121,166,7.5999999,3759,26,28,10,41,49,20
95663,38.856701,-121.1791,115,25,6.9000001,310,27,21,15,34,46,16
95665,38.4049,-120.6544,84,9,5.5,295,26,31,8,46,53,27
95666,38.4319,-120.5719,37,2,5.1999998,129,18,43,10,51,60,41
95667,38.719501,-120.8046,82,28,10,8264,23,34,8,43,51,25
95668,38.811501,-121.4982,5,2,8,24,21,17,13,29,41,10
95669,38.4916,-120.8819,11,3,10.1,524,15,25,10,34,43,23
95670,38.607201,-121.2761,1629,1435,25.1,30666,29,27,3,45,48,19
95672,38.719398,-120.9945,82,6,4.4000001,223,29,21,10,38,46,18
95673,38.689499,-121.4479,368,45,6.5999999,1085,22,31,13,41,53,26
95674,38.966999,-121.4773,11,2,5,15,21,4,34,22,48,12
95677,38.787701,-121.2366,1017,509,11.2,7757,23,28,11,41,51,23
95678,38.760899,-121.2867,1464,1275,16,28162,22,41,7,51,58,35
95681,38.9953,-121.368,27,3,6,36,21,4,34,22,48,12
95682,38.6465,-120.9641,139,35,7.5,4753,24,27,11,40,50,22
95683,38.514301,-121.0964,26,4,7.4000001,551,26,34,6,48,53,27
95684,38.595299,-120.5949,9,1,7.0999999,200,16,24,10,34,43,22
95685,38.4175,-120.7951,37,8,6.6999998,532,22,33,9,44,51,26
95687,38.348202,-121.9538,578,119,14,9866,19,51,6,57,63,44
95688,38.384701,-121.9887,163,94,11.7,10325,21,25,13,38,49,21
95689,38.476501,-120.6017,17,1,18.299999,55,8,52,0,53,54,51
95690,38.239601,-121.5443,17,3,7.9000001,229,22,29,8,44,51,28
95691,38.567299,-121.5516,323,202,14.5,13752,21,19,19,31,49,14
95692,39.033699,-121.4235,34,4,6.0999999,135,23,23,15,38,50,24
95693,38.3983,-121.2303,42,3,5.9000001,390,25,11,28,28,52,13
95694,38.5322,-121.9676,24,5,7.9000001,948,20,22,19,34,52,20
95695,38.681599,-121.8052,103,26,9.8999996,6440,24,35,8,45,52,26
95696,38.43,-122.0168,,,4.3000002,43,,,,,,
95703,39.000702,-120.9924,78,18,5.4000001,81,21,14,20,27,42,16
95709,38.747002,-120.6743,83,8,5.8000002,327,21,24,10,37,46,23
95713,39.0783,-120.9549,51,5,6.6999998,746,23,28,14,43,55,26
95714,39.1978,-120.8262,44,8,2.7,8,46,21,1,54,55,13
95722,39.003101,-121.0292,162,30,6.9000001,482,28,25,10,39,47,17
95726,38.770802,-120.5427,46,3,5.9000001,417,23,36,9,49,57,33
95728,39.317001,-120.4259,12,10,6.8000002,162,25,32,9,45,53,25
95742,38.598099,-121.2153,60,112,15.1,12228,20,14,14,27,40,13
95746,38.7435,-121.1897,469,101,7,3297,28,30,6,44,49,20
95747,38.770302,-121.3372,430,92,9.1999998,6269,27,27,9,42,49,20
95757,38.4081,-121.4294,257,27,10.5,2641,22,38,14,45,57,27
95758,38.424301,-121.437,1819,601,11.9,9965,22,40,5,49,53,30
95759,38.407001,-121.3752,,,3,12,,,,,,
95762,38.685001,-121.068,363,142,9.3999996,9472,27,27,7,42,49,20
95763,38.678001,-121.175,,,5.5999999,39,,,,,,
95765,38.813599,-121.2677,1059,512,10.8,8518,27,27,10,43,52,20
95776,38.680801,-121.7411,91,52,15,6708,16,24,12,33,44,22
95811,38.576199,-121.488,1053,1826,15.1,8557,29,26,7,44,50,20
95814,38.580399,-121.4922,2743,7861,13.8,22351,32,31,4,50,53,21
95815,38.609299,-121.4443,1214,1221,18.6,19401,23,35,7,46,52,26
95816,38.5728,-121.4675,2939,3299,10.8,7279,29,36,3,50,53,26
